,shootmass,leafnum,nodulenum,meannodulemass,totalnodulemass,chloro,harvester,harvestdate,plant_age,strain,nitrogen,field,plot,plantspori,plantpopori,plantsprear,plantpoprear,type,dataset_year
546,0.50,26,76,0.1342110,0.0102000,43.6,DW,2/12/08,90,108,Control,3,3A,T. hybridum,Colorado,T. repens,Idaho,treat,2008
547,0.27,13,584,0.0149000,0.0086733,22.4,DW,2/12/08,90,478,Nitrogen,2,2B,T. repens,Chile,T. hybridum,Russia,treat,2008
548,0.55,46,182,0.5631070,0.1024854,45.4,DW,2/14/08,90,40,Nitrogen,3,3B,T. repens,Idaho,T. repens,Idaho,treat,2008
549,0.58,10,186,0.1961540,0.0364846,49.1,DW,2/14/08,90,499,Control,3,3A,T. pratense,Pennsylvania,T. pratense,Greece,treat,2008
550,0.37,23,461,0.0981000,0.0452135,38,DW,2/14/08,90,16,Nitrogen,3,3B,T. hybridum,Greece,T. hybridum,Russia,treat,2008
551,0.12,9,164,0.2600000,0.0426400,25,DW,2/14/08,90,475,Nitrogen,4,4B,T. repens,Idaho,T. hybridum,Russia,treat,2008
552,0.94,13,288,0.0942000,0.0271385,48.7,DW,2/15/08,90,861,Control,5,5A,T. repens,Chile,T. pratense,Pennsylvania,treat,2008
553,0.74,42,134,0.5450000,0.0730300,32.1,DW,2/15/08,90,773,Nitrogen,4,4B,T. pratense,Greece,T. repens,Chile,treat,2008
554,0.49,8,124,0.2830000,0.0350920,34.5,MH,2/14/08,90,56,Nitrogen,5,5B,T. repens,Idaho,T. pratense,Greece,treat,2008
555,0.52,24,104,0.2903850,0.0302000,38.4,DW,2/15/08,90,74,Control,1,1A,T. hybridum,Russia,T. hybridum,Russia,treat,2008
556,1.43,23,178,0.2510000,0.0446780,48.3,JL,2/15/08,90,262,Nitrogen,2,2B,T. repens,Idaho,T. pratense,Pennsylvania,treat,2008
557,1.09,38,469,0.0777000,0.0364272,29.9,MH,2/15/08,90,180,Control,5,5A,T. repens,Idaho,T. repens,Chile,treat,2008
558,0.28,6,96,0.1368420,0.0131368,30.3,MH,2/15/08,90,511,Nitrogen,3,3B,T. pratense,Pennsylvania,T. pratense,Greece,treat,2008
559,0.48,14,217,0.1946900,0.0422478,41.1,MH,2/14/08,90,180,Control,5,5A,T. repens,Idaho,T. pratense,Greece,treat,2008
560,0.24,20,66,0.5969700,0.0394000,32.3,MH,2/14/08,90,3,Control,6,6A,T. repens,Idaho,T. repens,Chile,treat,2008
561,0.72,45,131,0.1500000,0.0196500,44.1,DW,2/15/08,90,861,Control,5,5A,T. repens,Chile,T. repens,Idaho,treat,2008
562,0.79,60,174,0.2583330,0.0449500,47.1,DW,2/15/08,90,475,Nitrogen,4,4B,T. repens,Idaho,T. repens,Idaho,treat,2008
563,0.40,24,93,0.2537630,0.0236000,48,JL,2/15/08,90,381,Nitrogen,3,3B,T. repens,Chile,T. repens,Idaho,treat,2008
564,0.37,14,267,0.1160000,0.0309720,20.2,JL,2/15/08,90,308,Control,6,6A,T. pratense,Pennsylvania,T. hybridum,Russia,treat,2008
565,0.62,18,142,0.3310000,0.0470020,46.4,TS,2/14/08,90,344,Control,6,6A,T. pratense,Greece,T. repens,Chile,treat,2008
566,0.03,5,121,0.1115700,0.0135000,NA,MH,2/14/08,90,438,Control,4,4A,T. hybridum,Russia,T. hybridum,Russia,treat,2008
567,0.50,24,151,0.5960000,0.0899960,40.7,TS,2/15/08,90,706,Control,4,4A,T. hybridum,Colorado,T. hybridum,Russia,treat,2008
568,0.78,25,67,0.1507460,0.0101000,48.7,MH,2/15/08,90,460,Control,3,3A,T. repens,Chile,T. repens,Idaho,treat,2008
569,0.49,24,200,0.1540000,0.0308000,37.3,MH,2/15/08,90,726,Control,6,6A,T. hybridum,Russia,T. hybridum,Colorado,treat,2008
570,0.82,10,134,0.4140000,0.0554760,43.6,TS,2/14/08,90,627,Control,6,6A,T. repens,Chile,T. pratense,Pennsylvania,treat,2008
571,0.56,21,32,2.0875000,0.0668000,47.7,TS,2/15/08,90,328,Nitrogen,2,2B,T. pratense,Greece,T. hybridum,Russia,treat,2008
572,0.77,51,269,0.4400000,0.1183600,37.6,TS,2/14/08,90,156,Nitrogen,2,2B,T. hybridum,Colorado,T. repens,Idaho,treat,2008
573,0.52,22,186,0.0882000,0.0164118,36.6,MH,2/14/08,90,762,Nitrogen,5,5B,T. pratense,Greece,T. repens,Idaho,treat,2008
574,1.15,18,451,0.1754720,0.0791377,47.4,DW,2/15/08,90,108,Control,3,3A,T. hybridum,Colorado,T. pratense,Pennsylvania,treat,2008
575,0.11,7,52,0.5500000,0.0286000,28.2,DW,2/15/08,90,145,Control,3,3A,T. pratense,Greece,T. pratense,Greece,treat,2008
576,0.51,21,326,0.0363000,0.0118255,43.9,DW,2/15/08,90,475,Nitrogen,4,4B,T. repens,Idaho,T. hybridum,Colorado,treat,2008
577,0.81,51,212,0.2910000,0.0616920,36.2,DW,2/15/08,90,596,Nitrogen,1,1B,T. repens,Idaho,T. repens,Idaho,treat,2008
578,0.97,35,129,0.2700000,0.0348300,48.1,JL,2/15/08,90,318,Control,2,2A,T. pratense,Pennsylvania,T. hybridum,Colorado,treat,2008
579,0.76,49,100,0.4900000,0.0490000,38.7,JL,2/15/08,90,478,Nitrogen,2,2B,T. repens,Chile,T. repens,Chile,treat,2008
580,0.01,3,18,0.0111000,0.0002000,NA,DW,2/15/08,90,262,Nitrogen,2,2B,T. repens,Idaho,T. hybridum,Colorado,treat,2008
581,0.48,19,82,0.3475610,0.0285000,40.9,DW,2/15/08,90,462,Control,5,5A,T. hybridum,Colorado,T. hybridum,Russia,treat,2008
582,0.70,30,122,0.2260000,0.0275720,45.9,DW,2/16/08,90,116,Nitrogen,1,1B,T. pratense,Greece,T. hybridum,Russia,treat,2008
583,1.16,88,162,0.2910000,0.0471420,51.4,JL,2/15/08,90,415,Control,3,3A,T. repens,Idaho,T. repens,Idaho,treat,2008
584,0.09,5,19,0.2736840,0.0052000,16,JL,2/15/08,90,577,Nitrogen,3,3B,T. hybridum,Colorado,T. hybridum,Russia,treat,2008
585,0.76,23,81,0.3012350,0.0244000,37.3,JL,2/15/08,90,155,Control,4,4A,T. pratense,Greece,T. hybridum,Colorado,treat,2008
586,0.05,6,2,2.1500000,0.0043000,31,JL,2/15/08,90,40,Nitrogen,3,3B,T. repens,Idaho,T. repens,Chile,treat,2008
587,0.78,17,267,0.2140000,0.0571380,46.2,TS,2/15/08,90,627,Control,6,6A,T. repens,Chile,T. pratense,Greece,treat,2008
588,0.15,9,241,0.1742570,0.0419960,14.2,DW,2/16/08,90,262,Nitrogen,2,2B,T. repens,Idaho,T. pratense,Greece,treat,2008
589,0.34,17,104,0.9490380,0.0987000,47.2,DW,2/16/08,90,145,Control,3,3A,T. pratense,Greece,T. pratense,Greece,treat,2008
590,0.70,27,108,0.1740000,0.0187920,44.2,JL,2/15/08,90,460,Control,3,3A,T. repens,Chile,T. hybridum,Colorado,treat,2008
591,1.00,56,75,0.3933330,0.0295000,40.4,JL,2/16/08,90,328,Nitrogen,2,2B,T. pratense,Greece,T. repens,Idaho,treat,2008
592,0.79,32,140,0.3050000,0.0427000,43.7,JL,2/16/08,90,328,Nitrogen,2,2B,T. pratense,Greece,T. hybridum,Colorado,treat,2008
593,0.79,11,145,0.2260000,0.0327700,46.2,JL,2/15/08,90,462,Control,5,5A,T. hybridum,Colorado,T. pratense,Pennsylvania,treat,2008
594,1.02,14,79,1.1455700,0.0905000,34.1,JL,2/15/08,90,559,Control,4,4A,T. pratense,Pennsylvania,T. pratense,Pennsylvania,treat,2008
595,1.17,59,230,0.7750000,0.1782500,41.3,TS,2/16/08,90,461,Control,2,2A,T. hybridum,Colorado,T. repens,Idaho,treat,2008
596,1.12,39,90,0.8377780,0.0754000,36.3,DW,2/16/08,90,577,Nitrogen,3,3B,T. hybridum,Colorado,T. repens,Chile,treat,2008
597,1.39,15,228,0.3270000,0.0745560,40.3,DW,2/16/08,90,475,Nitrogen,4,4B,T. repens,Idaho,T. pratense,Pennsylvania,treat,2008
598,0.83,16,164,0.3752380,0.0615390,45.9,DW,2/17/08,90,228,Control,1,1A,T. pratense,Greece,T. pratense,Greece,treat,2008
599,0.99,29,220,0.1500000,0.0330000,48.3,JL,2/16/08,90,726,Control,6,6A,T. hybridum,Russia,T. hybridum,Colorado,treat,2008
600,1.21,61,191,0.2500000,0.0477500,46.3,JL,2/16/08,90,155,Control,4,4A,T. pratense,Greece,T. repens,Idaho,treat,2008
601,0.63,9,142,0.1859150,0.0264000,38.5,KK,2/18/08,90,173,Control,2,2A,T. repens,Chile,T. pratense,Pennsylvania,treat,2008
602,0.30,11,397,0.0770000,0.0305690,33.5,TS,2/17/08,90,97,Nitrogen,1,1B,T. hybridum,Colorado,T. pratense,Greece,treat,2008
603,0.27,8,113,0.7398060,0.0835981,22.6,DW,2/17/08,90,145,Control,3,3A,T. pratense,Greece,T. hybridum,Russia,treat,2008
604,0.68,45,68,0.4250000,0.0289000,44.8,MH,2/16/08,90,796,Nitrogen,2,2B,T. hybridum,Russia,T. repens,Chile,treat,2008
605,0.10,6,NA,0.0923000,NA,6.1,KK,2/18/08,90,773,Nitrogen,4,4B,T. pratense,Greece,T. hybridum,Colorado,treat,2008
606,0.51,35,137,0.3610000,0.0494570,39,JL,2/16/08,90,160,Control,5,5A,T. pratense,Pennsylvania,T. repens,Idaho,treat,2008
607,0.78,53,446,0.5930000,0.2644780,40.6,TS,2/17/08,90,16,Nitrogen,3,3B,T. hybridum,Greece,T. repens,Chile,treat,2008
608,0.44,20,599,0.0683000,0.0409218,36.6,DW,2/17/08,90,475,Nitrogen,4,4B,T. repens,Idaho,T. pratense,Greece,treat,2008
609,0.49,19,182,0.1039600,0.0189208,46.6,MH,2/17/08,90,231,Nitrogen,6,6B,T. repens,France,T. pratense,Greece,treat,2008
610,0.96,36,75,0.1920000,0.0144000,47.3,MH,2/16/08,90,110,Control,4,4A,T. repens,Idaho,T. hybridum,Colorado,treat,2008
611,0.07,6,70,0.0571000,0.0040000,9.7,JL,2/16/08,90,796,Nitrogen,2,2B,T. hybridum,Russia,T. hybridum,Russia,treat,2008
612,0.30,17,460,0.0950000,0.0437000,39.9,MH,2/16/08,90,325,Control,4,4A,T. repens,Chile,T. hybridum,Russia,treat,2008
613,0.54,8,59,0.2966100,0.0175000,44.1,JL,2/16/08,90,308,Control,6,6A,T. pratense,Pennsylvania,T. pratense,Greece,treat,2008
614,0.37,18,151,0.2650490,0.0400223,37.2,DW,2/17/08,90,538,Nitrogen,1,1B,T. hybridum,Russia,T. hybridum,Russia,treat,2008
615,0.77,17,69,0.7565220,0.0522000,50.4,MH,2/17/08,90,559,Control,4,4A,T. pratense,Pennsylvania,T. pratense,Greece,treat,2008
616,0.76,30,125,0.3580000,0.0447500,45.8,JL,2/16/08,90,116,Nitrogen,1,1B,T. pratense,Greece,T. repens,Chile,treat,2008
617,0.98,40,140,0.2490000,0.0348600,46.1,TB,2/17/08,90,461,Control,2,2A,T. hybridum,Colorado,T. hybridum,Russia,treat,2008
618,0.54,19,354,0.2099010,0.0743050,30.9,TB,2/18/08,90,16,Nitrogen,3,3B,T. hybridum,Greece,T. pratense,Greece,treat,2008
619,0.52,32,96,0.0250000,0.0024000,32.4,TB,2/18/08,90,596,Nitrogen,1,1B,T. repens,Idaho,T. repens,Idaho,treat,2008
620,0.70,34,83,0.2228920,0.0185000,36.4,TS,2/18/08,90,231,Nitrogen,6,6B,T. repens,France,T. repens,Idaho,treat,2008
621,0.42,19,327,0.9310000,0.3044370,41.1,TS,2/17/08,90,773,Nitrogen,4,4B,T. pratense,Greece,T. hybridum,Russia,treat,2008
622,1.36,12,125,0.1576000,0.0197000,47.8,TB,2/17/08,90,228,Control,1,1A,T. pratense,Greece,T. pratense,Pennsylvania,treat,2008
623,0.21,15,577,0.0080000,0.0046160,26.1,DW,2/18/08,90,415,Control,3,3A,T. repens,Idaho,T. hybridum,Russia,treat,2008
624,0.57,10,353,0.1138810,0.0402000,39.2,DW,2/18/08,90,758,Control,1,1A,T. repens,Idaho,T. pratense,Greece,treat,2008
625,0.61,24,62,0.2387100,0.0148000,49.3,DW,2/18/08,90,40,Nitrogen,3,3B,T. repens,Idaho,T. repens,Idaho,treat,2008
626,0.35,15,117,0.2196580,0.0257000,27.2,DW,2/18/08,90,493,Control,5,5A,T. pratense,Greece,T. hybridum,Colorado,treat,2008
627,0.15,4,715,0.0191000,0.0136783,9.8,TB,2/17/08,90,699,Nitrogen,5,5B,T. repens,Chile,T. pratense,Pennsylvania,treat,2008
628,0.58,10,241,0.4660000,0.1123060,35.3,TS,2/17/08,90,415,Control,3,3A,T. repens,Idaho,T. pratense,Greece,treat,2008
629,0.96,52,126,0.1150790,0.0145000,44.9,KK,2/18/08,90,627,Control,6,6A,T. repens,Chile,T. repens,Idaho,treat,2008
630,0.70,8,234,0.0278000,0.0065000,51,KK,2/18/08,90,511,Nitrogen,3,3B,T. pratense,Pennsylvania,T. pratense,Pennsylvania,treat,2008
631,0.65,27,378,0.1680000,0.0635040,40.8,DW,2/18/08,90,113,Control,6,6A,T. hybridum,Colorado,T. hybridum,Russia,treat,2008
632,0.49,9,177,0.3340000,0.0591180,49.5,DW,2/18/08,90,415,Control,3,3A,T. repens,Idaho,T. pratense,Pennsylvania,treat,2008
633,0.18,18,307,0.3070000,0.0942490,25.7,TS,2/17/08,90,651,Nitrogen,6,6B,T. hybridum,Russia,T. hybridum,Russia,treat,2008
634,0.51,18,89,0.0798000,0.0071000,43.9,TB,2/17/08,90,160,Control,5,5A,T. pratense,Pennsylvania,T. pratense,Greece,treat,2008
635,0.14,5,451,0.0337000,0.0151822,19.2,TB,2/17/08,90,498,Nitrogen,5,5B,T. hybridum,Colorado,T. pratense,Greece,treat,2008
636,0.39,17,343,0.1871290,0.0641851,39,DW,2/17/08,90,308,Control,6,6A,T. pratense,Pennsylvania,T. hybridum,Russia,treat,2008
637,1.23,56,317,0.2059410,0.0652832,54.8,DW,2/17/08,90,325,Control,4,4A,T. repens,Chile,T. repens,Idaho,treat,2008
638,0.41,14,456,0.2521740,0.1149913,47,DW,2/17/08,90,901,Control,2,2A,T. repens,Idaho,T. hybridum,Russia,treat,2008
639,0.48,20,1109,0.0828000,0.0917793,33.8,DW,2/17/08,90,180,Control,5,5A,T. repens,Idaho,T. hybridum,Russia,treat,2008
640,0.50,23,42,1.1119050,0.0467000,50.8,DW,2/17/08,90,499,Control,3,3A,T. pratense,Pennsylvania,T. hybridum,Russia,treat,2008
641,0.76,22,72,0.2513890,0.0181000,47.4,JL,2/18/08,90,706,Control,4,4A,T. hybridum,Colorado,T. hybridum,Colorado,treat,2008
642,0.60,18,231,0.5830000,0.1346730,31.5,JL,2/19/08,90,40,Nitrogen,3,3B,T. repens,Idaho,T. pratense,Greece,treat,2008
643,0.66,13,77,0.1454550,0.0112000,41.1,JL,2/19/08,90,460,Control,3,3A,T. repens,Chile,T. pratense,Pennsylvania,treat,2008
644,0.19,14,270,0.0910000,0.0245700,11.1,JL,2/19/08,90,796,Nitrogen,2,2B,T. hybridum,Russia,T. hybridum,Colorado,treat,2008
645,0.90,41,42,0.5023810,0.0211000,22.7,JL,2/19/08,90,559,Control,4,4A,T. pratense,Pennsylvania,T. repens,Chile,treat,2008
646,0.67,25,111,0.1200000,0.0133200,44.8,TS,2/18/08,90,462,Control,5,5A,T. hybridum,Colorado,T. hybridum,Colorado,treat,2008
647,0.66,30,66,0.6106060,0.0403000,50.3,JL,2/18/08,90,643,Nitrogen,2,2B,T. pratense,Greece,T. repens,Idaho,treat,2008
648,0.90,64,230,NA,NA,39.8,JL,2/19/08,90,108,Control,3,3A,T. hybridum,Colorado,T. repens,Idaho,treat,2008
649,0.43,21,102,0.1519610,0.0155000,40.4,JL,2/19/08,90,50,Control,1,1A,T. pratense,Pennsylvania,T. repens,Chile,treat,2008
650,0.22,17,185,0.3400000,0.0629000,12.7,JL,2/19/08,90,180,Control,5,5A,T. repens,Idaho,T. hybridum,Russia,treat,2008
651,0.45,7,112,0.1955360,0.0219000,46.3,JL,2/19/08,90,116,Nitrogen,1,1B,T. pratense,Greece,T. pratense,Pennsylvania,treat,2008
652,0.71,28,71,0.3084510,0.0219000,46.6,DW,2/19/08,90,726,Control,6,6A,T. hybridum,Russia,T. hybridum,Russia,treat,2008
653,0.74,71,234,0.5240000,0.1226160,39.6,TS,2/18/08,90,559,Control,4,4A,T. pratense,Pennsylvania,T. repens,Idaho,treat,2008
654,0.06,4,275,0.0990000,0.0272250,23.7,DW,2/18/08,90,699,Nitrogen,5,5B,T. repens,Chile,T. pratense,Pennsylvania,treat,2008
655,0.40,10,310,0.1900000,0.0589000,36.7,JL,2/19/08,90,180,Control,5,5A,T. repens,Idaho,T. hybridum,Colorado,treat,2008
656,0.75,13,95,0.1157890,0.0110000,45.4,JL,2/19/08,90,636,Control,1,1A,T. repens,Chile,T. hybridum,Colorado,treat,2008
657,0.35,9,1371,0.1320000,0.1809720,29,DW,2/19/08,90,796,Nitrogen,2,2B,T. hybridum,Russia,T. hybridum,Colorado,treat,2008
658,0.66,13,194,0.1901960,0.0368980,52.8,DW,2/19/08,90,493,Control,5,5A,T. pratense,Greece,T. pratense,Pennsylvania,treat,2008
659,1.08,20,449,0.0882000,0.0395936,47.9,DW,2/19/08,90,113,Control,6,6A,T. hybridum,Colorado,T. pratense,Pennsylvania,treat,2008
660,0.70,19,113,0.3450000,0.0389850,45.4,TS,2/18/08,90,538,Nitrogen,1,1B,T. hybridum,Russia,T. pratense,Greece,treat,2008
661,0.72,40,739,0.0350000,0.0258650,33.2,DW,2/18/08,90,308,Control,6,6A,T. pratense,Pennsylvania,T. hybridum,Colorado,treat,2008
662,0.21,11,222,0.0860000,0.0190920,35.1,NA,2/18/08,90,231,Nitrogen,6,6B,T. repens,France,T. hybridum,Russia,treat,2008
663,0.41,21,175,0.0450000,0.0078750,34.9,MH,2/19/08,90,160,Control,5,5A,T. pratense,Pennsylvania,T. repens,Chile,treat,2008
664,0.55,23,143,0.0667000,0.0095333,45.1,DW,2/18/08,90,527,Nitrogen,3,3B,T. pratense,Greece,T. hybridum,Colorado,treat,2008
665,1.17,38,137,0.1613860,0.0221099,46.2,DW,2/19/08,90,344,Control,6,6A,T. pratense,Greece,T. repens,Idaho,treat,2008
666,0.04,13,240,0.0240000,0.0057600,14.9,DW,2/19/08,90,498,Nitrogen,5,5B,T. hybridum,Colorado,T. hybridum,Russia,treat,2008
667,0.18,11,38,0.0500000,0.0019000,NA,RP,2/19/08,90,475,Nitrogen,4,4B,T. repens,Idaho,T. hybridum,Colorado,treat,2008
668,0.99,44,330,0.0540000,0.0178200,44.5,DW,2/19/08,90,100,Control,5,5A,T. hybridum,Russia,T. hybridum,Colorado,treat,2008
669,0.74,39,54,0.4574070,0.0247000,49,NA,2/19/08,90,328,Nitrogen,2,2B,T. pratense,Greece,T. hybridum,Russia,treat,2008
670,0.07,10,51,0.1196080,0.0061000,30.9,JL,2/19/08,90,100,Control,5,5A,T. hybridum,Russia,T. hybridum,Colorado,treat,2008
671,0.09,7,358,0.0250000,0.0089500,24.1,KK,2/19/08,90,97,Nitrogen,1,1B,T. hybridum,Colorado,T. hybridum,Russia,treat,2008
672,0.69,37,9,0.0667000,0.0006000,40.1,NA,2/19/08,90,651,Nitrogen,6,6B,T. hybridum,Russia,T. repens,Idaho,treat,2008
673,0.76,24,88,0.2443180,0.0215000,53.3,NA,2/19/08,90,155,Control,4,4A,T. pratense,Greece,T. hybridum,Russia,treat,2008
674,0.90,9,32,0.1187500,0.0038000,49.2,JL,2/19/08,90,859,Nitrogen,4,4B,T. repens,Chile,T. pratense,Pennsylvania,treat,2008
675,0.82,36,153,0.1800000,0.0275400,43.8,NA,2/19/08,90,113,Control,6,6A,T. hybridum,Colorado,T. repens,Chile,treat,2008
676,0.97,16,379,0.0598000,0.0226675,52.5,RP,2/19/08,90,344,Control,6,6A,T. pratense,Greece,T. pratense,Pennsylvania,treat,2008
677,0.81,30,124,0.2060000,0.0255440,43.5,MH,2/19/08,90,577,Nitrogen,3,3B,T. hybridum,Colorado,T. repens,Idaho,treat,2008
678,0.24,18,410,0.1470000,0.0602700,23.4,JL,2/19/08,90,699,Nitrogen,5,5B,T. repens,Chile,T. repens,Idaho,treat,2008
679,0.14,7,256,0.0910000,0.0232960,30,KK,2/19/08,90,415,Control,3,3A,T. repens,Idaho,T. pratense,Greece,treat,2008
680,0.35,15,771,0.1680000,0.1295280,41.2,KK,2/19/08,90,511,Nitrogen,3,3B,T. pratense,Pennsylvania,T. hybridum,Russia,treat,2008
681,0.61,26,729,0.0530000,0.0386370,31.7,NA,2/19/08,90,796,Nitrogen,2,2B,T. hybridum,Russia,T. hybridum,Colorado,treat,2008
682,0.18,9,167,0.1520000,0.0253840,27.8,NA,2/19/08,90,762,Nitrogen,5,5B,T. pratense,Greece,T. pratense,Greece,treat,2008
683,0.32,3,86,0.2232560,0.0192000,42.6,NA,2/19/08,90,861,Control,5,5A,T. repens,Chile,T. repens,Idaho,treat,2008
684,0.76,27,4,0.0500000,0.0002000,44.6,JL,2/19/08,90,462,Control,5,5A,T. hybridum,Colorado,T. hybridum,Colorado,treat,2008
685,0.01,3,38,0.0786000,2.9870000,6,MH,7/29/19,41,762,Nitrogen,5,5N,T. pratense,NA,NA,NA,treat,2018
686,0.00,2,13,0.0522000,0.6790000,NA,JL,8/9/19,44,729,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
687,0.03,3,15,0.5437000,8.1560000,30.6,MH,7/29/19,35,67B,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
688,0.07,6,7,2.2606000,15.8240000,41.6,MH,7/29/19,37,3,Control,6,6C,T. repens,NA,NA,NA,treat,2018
689,0.00,NA,0,0.0000000,0.0000000,11.3,CA,8/8/19,NA,3,Control,6,6C,T. repens,NA,NA,NA,treat,2018
690,0.08,4,16,1.8409000,29.4540000,38.6,JL,8/9/19,44,493,Control,5,5C,T. pratense,NA,NA,NA,treat,2018
691,0.11,6,60,0.3986000,23.9180000,38.1,MH,7/29/19,41,527,Nitrogen,3,3N,T. pratense,NA,NA,NA,treat,2018
692,0.08,6,17,1.5108000,25.6840000,39,SJ,7/29/19,41,55D,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
693,0.04,4,8,0.6824000,5.4590000,41.5,SJ,7/29/19,41,272A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
694,0.03,3,19,0.5828000,11.0730000,38.1,SJ,7/29/19,41,511,Nitrogen,3,3N,T. pratense,NA,NA,NA,treat,2018
695,0.05,4,14,1.4562000,20.3870000,40.6,JL,8/9/19,44,149C,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
696,0.11,4,18,0.4782000,8.6080000,41.4,JL,8/9/19,44,100,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
697,0.03,4,30,0.8149000,24.4480000,30.2,JL,8/9/19,44,460,Control,3,3C,T. repens,NA,NA,NA,treat,2018
698,0.06,6,19,1.1400000,21.6600000,42.3,TG,8/7/19,42,717,Nitrogen,6,6N,T. pratense,NA,NA,NA,treat,2018
699,0.03,4,15,0.9809000,14.7130000,36.5,TG,8/7/19,42,273A,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
700,0.04,4,19,0.3908000,7.4250000,25.9,TG,8/7/19,42,116,Nitrogen,1,1N,T. pratense,NA,NA,NA,treat,2018
701,0.07,8,26,0.7294000,18.9644000,37,TG,8/7/19,42,153C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
702,0.05,4,13,1.1102000,14.4320000,39.8,TG,8/7/19,38,377A,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
703,0.13,3,15,0.3234000,4.8510000,43.3,CA,8/15/19,41,144A,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
704,0.01,2,0,0.0000000,0.0000000,NA,TG,8/7/19,38,45A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
705,0.02,4,7,1.3564000,9.4950000,24.6,JL,7/29/19,41,381A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
706,0.02,5,10,1.1487000,11.4865000,27.3,JL,7/29/19,41,323A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
707,0.06,4,62,0.3905000,24.2089000,25,JL,7/29/19,40,325,Control,4,4C,T. repens,NA,NA,NA,treat,2018
708,0.02,5,0,0.0000000,0.0000000,29,JL,7/29/19,41,577,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
709,0.02,4,27,0.0990000,2.6730000,NA,TG,8/7/19,42,415,Control,3,3C,T. repens,NA,NA,NA,treat,2018
710,0.03,4,3,2.4867000,7.4600000,32.5,TG,8/7/19,42,292A,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
711,0.02,4,19,0.5244000,9.9630000,22.9,JL,7/29/19,41,164A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
712,0.02,3,37,0.1197000,4.4289000,30.1,TG,8/7/19,42,559,Control,4,4C,T. pratense,NA,NA,NA,treat,2018
713,0.00,4,13,0.0863000,1.1213000,NA,TG,8/7/19,42,381,Nitrogen,3,3N,T. repens,NA,NA,NA,treat,2018
714,0.04,5,12,1.1256000,13.5070000,41.3,JL,7/29/19,41,147A,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
715,0.01,2,1,2.2320000,2.2320000,29.3,JL,7/29/19,40,40,Nitrogen,3,3N,T. repens,NA,NA,NA,treat,2018
716,0.04,4,2,1.4670000,2.9340000,34.2,TG,8/7/19,42,499,Control,3,3C,T. pratense,NA,NA,NA,treat,2018
717,0.08,5,46,1.1367000,52.2867000,38.2,JL,7/29/19,40,717,Nitrogen,6,6N,T. pratense,NA,NA,NA,treat,2018
718,0.01,3,0,0.0000000,0.0000000,36.6,JL,7/29/19,35,248A,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
719,0.01,3,10,0.0640000,0.6400000,NA,SJ,7/29/19,35,97,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
720,0.00,2,15,0.0161000,0.2410000,NA,SJ,7/29/19,41,50,Control,1,1C,T. pratense,NA,NA,NA,treat,2018
721,0.04,3,5,1.3714000,6.8570000,40.5,TG,8/8/19,43,381A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
722,0.01,4,4,1.1343000,4.5373000,NA,SJ,7/29/19,37,313D,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
723,0.06,4,32,0.6168000,19.7380000,38.8,MH,7/29/19,40,298A,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
724,0.05,5,9,0.9561000,8.6050000,42.1,MH,7/29/19,41,110,Control,4,4C,T. repens,NA,NA,NA,treat,2018
725,0.11,6,9,0.6577000,5.9190000,38.4,MH,7/29/19,37,901,Control,2,2C,T. repens,NA,NA,NA,treat,2018
726,0.02,NA,19,0.1651000,3.1370000,37.7,CA,8/8/19,NA,901,Control,2,2C,T. repens,NA,NA,NA,treat,2018
727,0.01,4,5,0.4148000,2.0740000,29.8,MH,7/29/19,41,40,Nitrogen,3,3N,T. repens,NA,NA,NA,treat,2018
728,0.10,7,4,0.7888000,3.1550000,40.2,SJ,7/29/19,41,596,Nitrogen,1,1N,T. repens,NA,NA,NA,treat,2018
729,0.03,4,20,0.3143000,6.2850000,20,MH,7/29/19,35,325,Control,4,4C,T. repens,NA,NA,NA,treat,2018
730,0.03,3,24,0.1077000,2.5837000,37.4,TG,8/8/19,43,313D,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
